customer_id,customer_name,recency,frequency,monetary,churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Code,Customer_Segment
877,Kimberly Klein,275,7,20002,0,2,4,5,11,245,At Risk
887,Donna Allen,306,5,13163,1,2,3,3,8,233,At Risk
900,Jonathan Miller,375,8,28623,0,2,5,5,12,255,At Risk
909,Jill Martin,355,5,13751,0,2,3,3,8,233,At Risk
914,Nichole Collins,340,7,20253,1,2,4,5,11,245,At Risk
916,Grant Sampson,269,10,19557,0,2,5,5,12,255,At Risk
924,Kathy Hines,327,7,22853,0,2,4,5,11,245,At Risk
932,Molly Johnson,245,5,13975,1,2,3,3,8,233,At Risk
933,Pamela Huff,469,5,17579,0,1,3,4,8,134,At Risk
937,Elizabeth Braun,380,5,13344,0,2,3,3,8,233,At Risk
938,John Mcdonald,253,5,12891,1,2,3,3,8,233,At Risk
954,Matthew Taylor,520,5,16304,0,1,3,4,8,134,At Risk
959,Matthew King DDS,451,6,16385,0,1,4,4,9,144,At Risk
968,Michael Callahan,498,5,12829,1,1,3,3,7,133,At Risk
970,Latoya Mclaughlin,284,6,16194,0,2,4,4,10,244,At Risk
973,James Burke,268,8,14402,1,2,5,3,10,253,At Risk
987,Cassandra Williams,628,5,13273,0,1,3,3,7,133,At Risk
1011,Lindsay Carter,709,6,19582,0,1,4,5,10,145,At Risk
1020,Emily Mason,312,5,20042,0,2,3,5,10,235,At Risk
1028,Carmen Dyer,244,7,16592,0,2,4,4,10,244,At Risk
1029,Philip Gardner,423,5,12509,0,2,3,3,8,233,At Risk
1033,Heather Charles,290,6,23261,0,2,4,5,11,245,At Risk
1036,Jesse Crawford,244,7,19350,0,2,4,5,11,245,At Risk
1045,Emma Evans,350,10,24840,0,2,5,5,12,255,At Risk
1046,Robert Johnson,455,9,28390,0,1,5,5,11,155,At Risk
1058,Corey Harrison,286,7,20946,0,2,4,5,11,245,At Risk
1059,Amanda Gallegos,588,5,12194,0,1,3,3,7,133,At Risk
1062,Justin Buckley,386,7,22645,0,2,4,5,11,245,At Risk
1063,Lindsey Wong,320,6,15335,0,2,4,4,10,244,At Risk
1076,Elizabeth Riley,310,6,19801,0,2,4,5,11,245,At Risk
1094,Jesse Tran,525,5,16326,0,1,3,4,8,134,At Risk
1101,Gerald Collins DDS,923,6,15131,0,1,4,4,9,144,At Risk
1102,Shawn Sanchez,412,7,21035,0,2,4,5,11,245,At Risk
1104,Ronald Edwards,501,8,20760,1,1,5,5,11,155,At Risk
1106,Dawn Charles,441,5,14493,1,1,3,3,7,133,At Risk
1108,Joseph Lynch,352,7,15741,1,2,4,4,10,244,At Risk
1114,Don Sullivan,385,5,14205,0,2,3,3,8,233,At Risk
1119,Kaitlyn Carter,294,6,19588,0,2,4,5,11,245,At Risk
1120,Phyllis Wood,253,9,25185,0,2,5,5,12,255,At Risk
1123,Jamie Gutierrez,362,10,23407,1,2,5,5,12,255,At Risk
1129,Breanna Jones,468,5,13223,0,1,3,3,7,133,At Risk
1130,Megan Gonzalez,281,7,13711,0,2,4,3,9,243,At Risk
1143,Rebecca Gilmore,508,7,18372,1,1,4,4,9,144,At Risk
1150,Melinda Franklin,302,6,17624,0,2,4,4,10,244,At Risk
1161,Frank Bender,416,9,24138,1,2,5,5,12,255,At Risk
1164,Whitney Anderson,372,7,15360,1,2,4,4,10,244,At Risk
1167,Scott Maynard,539,6,18460,0,1,4,4,9,144,At Risk
1168,Jonathon Gonzalez,535,6,17610,0,1,4,4,9,144,At Risk
1172,Stephanie Carroll,357,5,12459,0,2,3,3,8,233,At Risk
1192,Christina Nielsen,271,8,16489,0,2,5,4,11,254,At Risk
1199,Dr. Taylor Carr,299,5,17035,0,2,3,4,9,234,At Risk
1209,Paul Wallace,396,5,16228,0,2,3,4,9,234,At Risk
1214,Timothy Yates,312,8,24283,1,2,5,5,12,255,At Risk
1221,Rachel Blair,321,7,27289,0,2,4,5,11,245,At Risk
1223,Mark Olson,387,7,20726,0,2,4,5,11,245,At Risk
1225,Ryan Mendez,264,6,15186,0,2,4,4,10,244,At Risk
1239,John Jacobs,524,7,18348,0,1,4,4,9,144,At Risk
1242,Anna Foster,330,5,16088,0,2,3,4,9,234,At Risk
1251,Samantha Bowers,515,9,19768,0,1,5,5,11,155,At Risk
1252,Ian Johnston,479,6,14168,0,1,4,3,8,143,At Risk
1254,Oscar Smith,405,6,12878,0,2,4,3,9,243,At Risk
1269,Kimberly Smith,670,6,18043,0,1,4,4,9,144,At Risk
1285,Kenneth Burgess,273,9,26841,1,2,5,5,12,255,At Risk
1287,Kelsey Martin,409,8,23369,0,2,5,5,12,255,At Risk
1293,Michael Ferguson,326,10,19501,0,2,5,5,12,255,At Risk
1312,Raven Buckley,393,6,16322,0,2,4,4,10,244,At Risk
1314,Kenneth Stuart,426,7,22843,0,2,4,5,11,245,At Risk
1323,Antonio Brady,434,5,14514,0,1,3,3,7,133,At Risk
1334,Katie Carter,601,5,13913,0,1,3,3,7,133,At Risk
1336,Joseph Trevino,365,6,11944,0,2,4,3,9,243,At Risk
1338,Michael Costa,361,5,12319,0,2,3,3,8,233,At Risk
1349,Jose Black,263,5,12248,0,2,3,3,8,233,At Risk
1356,Terrence Gray,548,7,16964,0,1,4,4,9,144,At Risk
1357,Mark Graham,376,7,25851,0,2,4,5,11,245,At Risk
1361,Jose Johnson,250,5,14097,1,2,3,3,8,233,At Risk
1366,Ronald Carter II,443,6,19703,0,1,4,5,10,145,At Risk
1377,Christina Harris,330,5,14844,0,2,3,4,9,234,At Risk
1379,Robert Bennett,341,11,30394,0,2,5,5,12,255,At Risk
1395,Amy Luna,401,6,15699,0,2,4,4,10,244,At Risk
1396,Steven Evans,367,5,14954,0,2,3,4,9,234,At Risk
1401,Robert Diaz,347,8,21474,0,2,5,5,12,255,At Risk
1402,Jeffery Marshall,386,5,19604,1,2,3,5,10,235,At Risk
1411,Hunter Bolton,267,5,12195,0,2,3,3,8,233,At Risk
1418,Robert Lee,269,5,17684,0,2,3,4,9,234,At Risk
1440,Caroline Taylor,426,6,14664,0,2,4,3,9,243,At Risk
1478,Rebecca Stewart,320,5,12762,0,2,3,3,8,233,At Risk
1482,Roger Thompson,312,6,15103,0,2,4,4,10,244,At Risk
1494,Melissa Koch,382,6,20636,0,2,4,5,11,245,At Risk
1495,Anna Rodriguez,328,8,19846,1,2,5,5,12,255,At Risk
1497,Kelly Mcgee,315,6,18242,0,2,4,4,10,244,At Risk
1501,Mike Reed,430,7,18328,0,1,4,4,9,144,At Risk
1517,Crystal Gonzalez,268,5,13391,0,2,3,3,8,233,At Risk
1528,Jim Taylor,295,9,27527,0,2,5,5,12,255,At Risk
1533,Nicole Simmons,395,6,16852,0,2,4,4,10,244,At Risk
1540,Frederick Odonnell,738,8,22410,0,1,5,5,11,155,At Risk
1568,Jill Taylor,300,8,17703,1,2,5,4,11,254,At Risk
1571,Jacqueline Berry,311,5,13555,0,2,3,3,8,233,At Risk
1576,Andrew Roman,394,5,12995,1,2,3,3,8,233,At Risk
1581,Elizabeth Garcia,384,10,25920,0,2,5,5,12,255,At Risk
1585,Jeff Espinoza,388,6,20023,0,2,4,5,11,245,At Risk
1594,Melissa Williams,268,7,14541,0,2,4,3,9,243,At Risk
1598,Joel Price,292,6,14824,0,2,4,4,10,244,At Risk
1600,Joshua Sanchez,307,7,15851,0,2,4,4,10,244,At Risk
1601,Ashley Coleman,399,5,14739,0,2,3,3,8,233,At Risk
1602,Kristen Kane,455,5,14619,0,1,3,3,7,133,At Risk
1615,Patrick Meza,618,5,20234,0,1,3,5,9,135,At Risk
1622,Jennifer Lee,306,7,19697,0,2,4,5,11,245,At Risk
1641,David Martin,384,7,18558,0,2,4,4,10,244,At Risk
1646,Michael Sandoval,308,7,18564,0,2,4,4,10,244,At Risk
1648,Steven Cook,718,5,16255,0,1,3,4,8,134,At Risk
1649,Timothy Diaz,563,5,15000,0,1,3,4,8,134,At Risk
1656,Stephanie Griffin,727,5,18233,0,1,3,4,8,134,At Risk
1663,Kelsey Jones,458,5,17156,0,1,3,4,8,134,At Risk
1678,Brandon Ramsey,299,5,13917,0,2,3,3,8,233,At Risk
1696,Mrs. Erin Hoffman,484,6,14825,1,1,4,4,9,144,At Risk
1701,Michelle Wolfe,311,7,20314,1,2,4,5,11,245,At Risk
1703,Charles Mendez,455,7,21208,0,1,4,5,10,145,At Risk
1713,Emily Olsen,396,6,22713,0,2,4,5,11,245,At Risk
1722,Cody Hahn,316,7,22279,0,2,4,5,11,245,At Risk
1733,Shawn Robinson,288,5,13740,0,2,3,3,8,233,At Risk
1734,Kim Lee,385,5,17792,0,2,3,4,9,234,At Risk
1737,Michelle Schneider,311,5,15557,0,2,3,4,9,234,At Risk
1740,John Murphy,504,10,30678,0,1,5,5,11,155,At Risk
1753,Joseph Vargas,273,9,26597,0,2,5,5,12,255,At Risk
1766,Tyler Huynh,273,5,11657,0,2,3,3,8,233,At Risk
1767,Tammy Wilson,489,5,15631,0,1,3,4,8,134,At Risk
1783,James Cook,585,7,17376,0,1,4,4,9,144,At Risk
1785,April Rosales,412,6,20450,0,2,4,5,11,245,At Risk
1798,James Savage,321,8,22216,0,2,5,5,12,255,At Risk
1800,Bryan Smith,263,5,11562,0,2,3,3,8,233,At Risk
1802,James Mendoza,491,5,11965,0,1,3,3,7,133,At Risk
1803,Paul Clark,480,6,13420,0,1,4,3,8,143,At Risk
1831,Stephen Erickson,412,5,16552,0,2,3,4,9,234,At Risk
1834,Anthony Thomas,264,5,13043,0,2,3,3,8,233,At Risk
1835,Shelia Barry,605,5,11522,0,1,3,3,7,133,At Risk
1848,Gary Hernandez,379,5,12908,1,2,3,3,8,233,At Risk
1849,Karen Warren,334,5,12252,0,2,3,3,8,233,At Risk
1852,Sarah Salinas,248,6,16151,0,2,4,4,10,244,At Risk
1857,Erica Mcconnell,268,6,16830,0,2,4,4,10,244,At Risk
1867,Patricia Robertson,728,5,11701,1,1,3,3,7,133,At Risk
1877,Greg Perkins,300,6,15231,0,2,4,4,10,244,At Risk
1888,Rebecca Oneill,284,5,15252,0,2,3,4,9,234,At Risk
1909,Patricia Campbell,383,8,23771,0,2,5,5,12,255,At Risk
1920,Christina Fitzgerald,324,6,22378,0,2,4,5,11,245,At Risk
1928,Edward Villanueva,257,6,13561,0,2,4,3,9,243,At Risk
1930,Andrea Crawford,316,6,16535,0,2,4,4,10,244,At Risk
1947,Charles David,604,6,14063,0,1,4,3,8,143,At Risk
1948,Eric Stanton,793,5,19487,0,1,3,5,9,135,At Risk
1964,Kristin Nguyen,289,7,20601,0,2,4,5,11,245,At Risk
1967,Timothy Warner,434,6,20518,0,1,4,5,10,145,At Risk
1968,Denise Lewis,480,5,13163,0,1,3,3,7,133,At Risk
1970,Charles Mueller,464,5,12132,0,1,3,3,7,133,At Risk
1975,Heather Kent,260,7,23146,1,2,4,5,11,245,At Risk
1976,Danny Morgan,382,5,12814,1,2,3,3,8,233,At Risk
1980,Michael Gonzales,337,7,16233,0,2,4,4,10,244,At Risk
1984,Rachel Riley,296,7,18041,0,2,4,4,10,244,At Risk
1989,Joseph Mcbride,417,6,20466,0,2,4,5,11,245,At Risk
1994,Thomas Li,286,5,20175,0,2,3,5,10,235,At Risk
1995,Samantha Jackson,259,6,15835,0,2,4,4,10,244,At Risk
2000,William Perez,306,6,15548,0,2,4,4,10,244,At Risk
2001,Christopher Hester,561,5,13682,0,1,3,3,7,133,At Risk
2003,Julia Smith,284,7,23949,0,2,4,5,11,245,At Risk
2014,Matthew Long,553,6,16553,0,1,4,4,9,144,At Risk
2025,Sergio Mason,248,6,15097,0,2,4,4,10,244,At Risk
2029,Steven Villarreal,273,5,17474,0,2,3,4,9,234,At Risk
2034,James Jackson,262,5,12010,0,2,3,3,8,233,At Risk
2043,Brian Sullivan,293,6,16719,0,2,4,4,10,244,At Risk
2053,Alexa Nichols,290,6,12386,1,2,4,3,9,243,At Risk
2066,Michael Le,366,7,25097,0,2,4,5,11,245,At Risk
2071,Aaron Sullivan,667,6,21604,0,1,4,5,10,145,At Risk
2074,Kristy Soto,390,7,23437,0,2,4,5,11,245,At Risk
2079,John Garcia,590,5,11927,0,1,3,3,7,133,At Risk
2086,Stacy Martinez,309,5,12778,0,2,3,3,8,233,At Risk
2090,Kurt Friedman,371,7,12605,0,2,4,3,9,243,At Risk
2113,Jill Pham,246,5,19466,0,2,3,5,10,235,At Risk
2114,Michelle Oconnor,323,6,17244,0,2,4,4,10,244,At Risk
2115,Sandra Griffith,274,9,18638,0,2,5,4,11,254,At Risk
2120,Laurie Henry,280,8,12457,1,2,5,3,10,253,At Risk
2122,Trevor Harris,251,6,18085,1,2,4,4,10,244,At Risk
2126,Jason Dixon,320,6,15548,0,2,4,4,10,244,At Risk
2136,Mrs. Andrea Cooper PhD,642,8,28210,0,1,5,5,11,155,At Risk
2155,Michael Thompson,368,7,24571,0,2,4,5,11,245,At Risk
2160,Ebony Haynes,579,5,19677,0,1,3,5,9,135,At Risk
2161,Caitlin Chan,290,7,17534,0,2,4,4,10,244,At Risk
2163,Paige Luna,519,5,14868,0,1,3,4,8,134,At Risk
2199,Mark Soto,447,5,13076,0,1,3,3,7,133,At Risk
2203,Kenneth Nguyen,441,6,20906,0,1,4,5,10,145,At Risk
2204,Aaron Murray,257,5,16586,1,2,3,4,9,234,At Risk
2214,Jose Leach,350,6,13828,0,2,4,3,9,243,At Risk
2226,Darlene Miller,430,5,15701,0,1,3,4,8,134,At Risk
2235,Matthew Williams,458,6,20597,0,1,4,5,10,145,At Risk
2239,Willie Moore,386,5,13050,0,2,3,3,8,233,At Risk
2248,Michelle Jones,281,5,16261,0,2,3,4,9,234,At Risk
2268,Russell Campbell,311,7,21349,0,2,4,5,11,245,At Risk
2269,Shelley Simpson,465,5,11638,0,1,3,3,7,133,At Risk
2278,Ronald Saunders,793,5,12671,0,1,3,3,7,133,At Risk
2279,Michael Hart,531,7,20306,0,1,4,5,10,145,At Risk
2291,Bradley Oconnell Jr.,315,5,14961,0,2,3,4,9,234,At Risk
2298,Deborah White,736,5,13165,0,1,3,3,7,133,At Risk
2304,Mariah Ibarra,283,7,14096,0,2,4,3,9,243,At Risk
2311,Jean Hart,268,5,17695,0,2,3,4,9,234,At Risk
2317,Scott Mcfarland,312,10,28744,0,2,5,5,12,255,At Risk
2319,Mark Osborne DDS,319,9,23243,1,2,5,5,12,255,At Risk
2320,Alexis Richardson,340,6,16826,0,2,4,4,10,244,At Risk
2323,Shawn Watkins,245,6,13615,0,2,4,3,9,243,At Risk
2325,Stephen Sutton,339,9,31436,0,2,5,5,12,255,At Risk
2336,Todd Hensley,343,5,14545,0,2,3,3,8,233,At Risk
2341,Karen Collins,401,5,16649,0,2,3,4,9,234,At Risk
2345,Wesley Whitaker,311,7,21871,0,2,4,5,11,245,At Risk
2352,Karen Ray,814,6,16783,1,1,4,4,9,144,At Risk
2353,Ashley Walton,405,7,14368,0,2,4,3,9,243,At Risk
2361,Jennifer Simmons,639,5,15916,0,1,3,4,8,134,At Risk
2366,Steven Jones,403,5,16898,0,2,3,4,9,234,At Risk
2389,Keith Williams,512,7,21218,0,1,4,5,10,145,At Risk
2398,Colleen Rich,573,6,18864,0,1,4,4,9,144,At Risk
2399,Mia Torres,466,6,22604,0,1,4,5,10,145,At Risk
2403,Eric Weber,668,5,19289,0,1,3,5,9,135,At Risk
2408,Scott Schmidt,495,5,12946,0,1,3,3,7,133,At Risk
2410,Gregory Valdez,291,6,15595,0,2,4,4,10,244,At Risk
2415,Patrick Murray,364,5,14923,0,2,3,4,9,234,At Risk
2416,Jason Cox MD,522,5,16727,1,1,3,4,8,134,At Risk
2424,Henry Holloway,252,6,22767,0,2,4,5,11,245,At Risk
2426,Nicole Greene,512,11,25592,1,1,5,5,11,155,At Risk
2436,Gregory Larson,327,5,13740,0,2,3,3,8,233,At Risk
2438,Rebecca Mills,341,6,11740,0,2,4,3,9,243,At Risk
2442,George Yates,390,6,19613,0,2,4,5,11,245,At Risk
2461,Raymond Patterson,279,9,26838,0,2,5,5,12,255,At Risk
2462,Kristin Dean,425,6,21572,0,2,4,5,11,245,At Risk
2465,Lisa Flynn,372,9,31100,0,2,5,5,12,255,At Risk
2480,Scott Bauer,734,6,11528,0,1,4,3,8,143,At Risk
2482,Edward Fox,594,5,13669,0,1,3,3,7,133,At Risk
2483,Brandi Campbell,372,8,22841,0,2,5,5,12,255,At Risk
2485,Lori Davis,477,7,19776,0,1,4,5,10,145,At Risk
2499,Amy Williams,344,5,18067,0,2,3,4,9,234,At Risk
2503,Ryan Jones,251,7,20100,0,2,4,5,11,245,At Risk
2508,Kimberly Thomas,554,5,12271,0,1,3,3,7,133,At Risk
2523,Jennifer Harris,923,5,13060,0,1,3,3,7,133,At Risk
2528,Amanda Schwartz,378,7,18097,0,2,4,4,10,244,At Risk
2529,Cory Lewis,252,10,27200,0,2,5,5,12,255,At Risk
2534,Jon Blackburn,288,6,13685,0,2,4,3,9,243,At Risk
2539,Nicole Wheeler,525,6,18006,0,1,4,4,9,144,At Risk
2543,Bonnie Peck,244,7,14183,0,2,4,3,9,243,At Risk
2553,Beth Cooper,360,6,17245,0,2,4,4,10,244,At Risk
2560,Michelle Graham,405,5,15145,1,2,3,4,9,234,At Risk
2572,Valerie Flores,451,6,16415,0,1,4,4,9,144,At Risk
2579,Alexa Edwards,497,5,16625,0,1,3,4,8,134,At Risk
2584,Logan Williams,260,6,17453,0,2,4,4,10,244,At Risk
2590,James Brown,280,6,21941,0,2,4,5,11,245,At Risk
2592,Joshua Weaver,523,5,18488,0,1,3,4,8,134,At Risk
2602,James Roberts,330,5,14567,0,2,3,3,8,233,At Risk
2610,Colleen Ramirez,446,5,13345,0,1,3,3,7,133,At Risk
2611,Jessica Smith,617,5,19768,1,1,3,5,9,135,At Risk
2625,Joe Baker,557,6,16023,0,1,4,4,9,144,At Risk
2634,Megan Faulkner,255,7,11628,0,2,4,3,9,243,At Risk
2642,Kelsey Le,338,6,18509,0,2,4,4,10,244,At Risk
2644,Larry Mitchell,289,6,19070,1,2,4,4,10,244,At Risk
2653,Charles Carter,432,7,17952,0,1,4,4,9,144,At Risk
2655,Nicholas Smith,420,6,14873,0,2,4,4,10,244,At Risk
2663,Jill Cook,380,7,22895,0,2,4,5,11,245,At Risk
2679,Marissa Ball,246,6,14044,0,2,4,3,9,243,At Risk
2692,Luis Wilcox,561,5,14976,1,1,3,4,8,134,At Risk
2698,Walter Hughes,341,9,21018,1,2,5,5,12,255,At Risk
2705,Jeanette Thompson,335,6,21497,0,2,4,5,11,245,At Risk
2709,Omar Powell,316,10,33803,0,2,5,5,12,255,At Risk
2711,Jaclyn Carroll,561,9,24522,0,1,5,5,11,155,At Risk
2712,Samantha Mendez,605,5,16149,1,1,3,4,8,134,At Risk
2733,Kimberly Collins,365,6,15239,0,2,4,4,10,244,At Risk
2739,Nicole Davis,331,7,24920,0,2,4,5,11,245,At Risk
2741,Elizabeth Hayes,427,9,27007,0,2,5,5,12,255,At Risk
2745,Michael Garcia,403,6,15247,0,2,4,4,10,244,At Risk
2786,Traci Hill,288,5,15162,1,2,3,4,9,234,At Risk
2788,Kelly Buck,277,6,18297,1,2,4,4,10,244,At Risk
