customer_id,customer_name,recency,frequency,monetary,churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Code,Customer_Segment,Recency_Group,Frequency_Group,Monetary_Group
242,John Roberts,310,6,18077,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
245,Ryan Bishop,321,5,16285,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
252,Maria Kim,550,5,14838,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
257,Frank Morgan,248,8,22547,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
272,Leonard Bailey,599,9,21945,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
302,Christopher Robinson,529,7,21151,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
307,Sophia Thompson,655,5,16633,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
318,Michael George,244,7,20124,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
327,Brittany Joyce,430,5,15245,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
345,Ryan Rice,310,5,17538,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
366,Bruce Pittman,424,6,15811,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
369,Christopher Greer,249,8,28653,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
381,Catherine Parker,299,7,20855,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
388,Jacob Williams,290,6,21151,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
400,Edward Collins MD,261,12,33709,0,2,5,5,12,255,At Risk,181-365 Days,10+ Purchases,Very High
417,Jordan Phillips,256,6,18992,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
437,Nicole Brown,570,7,22333,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
449,Jason Mitchell,378,5,18248,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
461,Kelly Reed,744,8,21087,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
469,Russell Gibson,303,6,16388,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
486,Maria Stevens,357,5,17583,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
487,Todd Rodriguez,334,7,19596,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
494,Jennifer Valdez,245,6,20106,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
495,Joshua Galvan,417,6,17425,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
499,Jeremiah Gray,308,5,18375,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
500,Kathy Anderson,249,6,20407,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
502,Karen Vincent,360,6,20871,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
510,Brett Stokes,397,6,18307,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
528,Catherine Molina,380,7,19514,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
536,Kathryn Stevenson,757,8,17653,0,1,5,4,10,154,At Risk,365+ Days,6-10 Purchases,High
540,Kristopher Soto,517,5,14931,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
556,Roberto Combs,431,6,18814,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
557,Johnny Lyons,873,6,17038,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
559,Colleen Chavez,289,6,20041,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
584,Julia Thomas,274,5,15366,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
589,Gregory Marks,591,6,15198,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
595,Ashley Lee,303,6,17590,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
608,Elizabeth Porter,413,8,25576,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
615,Danielle Johnson,287,5,16233,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
623,Sierra Rodriguez,244,9,27963,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
626,Cynthia Kline,595,5,20327,0,1,3,5,9,135,At Risk,365+ Days,3-5 Purchases,Very High
652,Rachael Lawrence,296,6,15031,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
660,Rachel Brown,275,7,23905,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
684,Stephen Wong,422,5,17075,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
689,Sarah Humphrey,395,8,29573,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
695,Oscar Nelson,447,6,17661,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
697,Jacob Knight,409,5,19100,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
703,Natalie Harris,262,6,18206,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
721,John Allen,247,5,16957,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
729,Charlotte Reilly,375,6,17141,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
735,Dr. Angela Baker MD,303,4,14963,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
739,Evelyn Klein,332,6,15713,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
745,Mark Gonzales,295,8,18565,0,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High
752,Kristina Jennings,307,5,17176,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
760,Mrs. Hannah Sullivan MD,252,10,23054,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
762,Amanda Thompson,308,4,16496,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
805,Paul Murray,564,7,15837,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
807,Stanley Chavez,352,7,19597,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
826,Jason Wood,286,9,25270,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
836,Daniel Edwards,363,6,22206,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
849,Elizabeth Young,335,6,17088,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
859,Whitney Dean,484,6,19889,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
866,Amy Fisher,264,8,26278,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
872,Carol Beck,446,4,15511,0,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
877,Kimberly Klein,275,7,20002,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
900,Jonathan Miller,375,8,28623,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
916,Grant Sampson,269,10,19557,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
924,Kathy Hines,327,7,22853,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
933,Pamela Huff,469,5,17579,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
954,Matthew Taylor,520,5,16304,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
959,Matthew King DDS,451,6,16385,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
970,Latoya Mclaughlin,284,6,16194,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1011,Lindsay Carter,709,6,19582,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
1020,Emily Mason,312,5,20042,0,2,3,5,10,235,At Risk,181-365 Days,3-5 Purchases,Very High
1028,Carmen Dyer,244,7,16592,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1033,Heather Charles,290,6,23261,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1036,Jesse Crawford,244,7,19350,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1045,Emma Evans,350,10,24840,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
1046,Robert Johnson,455,9,28390,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
1058,Corey Harrison,286,7,20946,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1062,Justin Buckley,386,7,22645,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1063,Lindsey Wong,320,6,15335,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1076,Elizabeth Riley,310,6,19801,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1094,Jesse Tran,525,5,16326,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
1101,Gerald Collins DDS,923,6,15131,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
1102,Shawn Sanchez,412,7,21035,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1119,Kaitlyn Carter,294,6,19588,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1120,Phyllis Wood,253,9,25185,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
1150,Melinda Franklin,302,6,17624,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1167,Scott Maynard,539,6,18460,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
1168,Jonathon Gonzalez,535,6,17610,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
1176,Oscar Lynn,311,4,16115,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
1192,Christina Nielsen,271,8,16489,0,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High
1198,Jamie Rush,298,4,15225,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
1199,Dr. Taylor Carr,299,5,17035,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
1209,Paul Wallace,396,5,16228,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
1221,Rachel Blair,321,7,27289,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1223,Mark Olson,387,7,20726,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1225,Ryan Mendez,264,6,15186,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1239,John Jacobs,524,7,18348,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
1242,Anna Foster,330,5,16088,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
1251,Samantha Bowers,515,9,19768,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
1269,Kimberly Smith,670,6,18043,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
1287,Kelsey Martin,409,8,23369,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
1293,Michael Ferguson,326,10,19501,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
1312,Raven Buckley,393,6,16322,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
1314,Kenneth Stuart,426,7,22843,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1356,Terrence Gray,548,7,16964,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
1357,Mark Graham,376,7,25851,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1366,Ronald Carter II,443,6,19703,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
1377,Christina Harris,330,5,14844,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
1379,Robert Bennett,341,11,30394,0,2,5,5,12,255,At Risk,181-365 Days,10+ Purchases,Very High
1395,Amy Luna,401,6,15699,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
1396,Steven Evans,367,5,14954,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
1401,Robert Diaz,347,8,21474,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
1418,Robert Lee,269,5,17684,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
1448,Ashley Roberts,384,4,15240,0,2,2,4,8,224,Need Attention,365+ Days,3-5 Purchases,High
1468,Michael Williams,589,4,16179,0,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
1482,Roger Thompson,312,6,15103,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1494,Melissa Koch,382,6,20636,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1497,Kelly Mcgee,315,6,18242,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1501,Mike Reed,430,7,18328,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
1525,Sally Alvarado,518,4,16057,0,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
1528,Jim Taylor,295,9,27527,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
1533,Nicole Simmons,395,6,16852,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
1540,Frederick Odonnell,738,8,22410,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
1563,Jerry Krause,419,4,16213,0,2,2,4,8,224,Need Attention,365+ Days,3-5 Purchases,High
1581,Elizabeth Garcia,384,10,25920,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
1585,Jeff Espinoza,388,6,20023,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1598,Joel Price,292,6,14824,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1600,Joshua Sanchez,307,7,15851,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1614,Sharon Sherman,1006,4,16030,0,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
1615,Patrick Meza,618,5,20234,0,1,3,5,9,135,At Risk,365+ Days,3-5 Purchases,Very High
1622,Jennifer Lee,306,7,19697,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1641,David Martin,384,7,18558,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
1646,Michael Sandoval,308,7,18564,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1648,Steven Cook,718,5,16255,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
1649,Timothy Diaz,563,5,15000,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
1656,Stephanie Griffin,727,5,18233,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
1663,Kelsey Jones,458,5,17156,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
1703,Charles Mendez,455,7,21208,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
1713,Emily Olsen,396,6,22713,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1722,Cody Hahn,316,7,22279,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1734,Kim Lee,385,5,17792,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
1737,Michelle Schneider,311,5,15557,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
1740,John Murphy,504,10,30678,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
1753,Joseph Vargas,273,9,26597,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
1760,Steven Pugh,423,4,14892,0,2,2,4,8,224,Need Attention,365+ Days,3-5 Purchases,High
1767,Tammy Wilson,489,5,15631,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
1783,James Cook,585,7,17376,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
1785,April Rosales,412,6,20450,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1798,James Savage,321,8,22216,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
1827,Adam Rivers,397,4,17521,0,2,2,4,8,224,Need Attention,365+ Days,3-5 Purchases,High
1831,Stephen Erickson,412,5,16552,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
1852,Sarah Salinas,248,6,16151,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1857,Erica Mcconnell,268,6,16830,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1877,Greg Perkins,300,6,15231,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1888,Rebecca Oneill,284,5,15252,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
1909,Patricia Campbell,383,8,23771,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
1920,Christina Fitzgerald,324,6,22378,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1930,Andrea Crawford,316,6,16535,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1948,Eric Stanton,793,5,19487,0,1,3,5,9,135,At Risk,365+ Days,3-5 Purchases,Very High
1952,Steven Haynes,290,4,15162,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
1964,Kristin Nguyen,289,7,20601,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
1967,Timothy Warner,434,6,20518,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
1980,Michael Gonzales,337,7,16233,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1984,Rachel Riley,296,7,18041,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
1989,Joseph Mcbride,417,6,20466,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
1994,Thomas Li,286,5,20175,0,2,3,5,10,235,At Risk,181-365 Days,3-5 Purchases,Very High
1995,Samantha Jackson,259,6,15835,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2000,William Perez,306,6,15548,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2003,Julia Smith,284,7,23949,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
2014,Matthew Long,553,6,16553,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
2025,Sergio Mason,248,6,15097,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2029,Steven Villarreal,273,5,17474,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
2033,Daniel Jackson,380,4,17250,0,2,2,4,8,224,Need Attention,365+ Days,3-5 Purchases,High
2043,Brian Sullivan,293,6,16719,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2066,Michael Le,366,7,25097,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
2071,Aaron Sullivan,667,6,21604,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
2074,Kristy Soto,390,7,23437,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
2113,Jill Pham,246,5,19466,0,2,3,5,10,235,At Risk,181-365 Days,3-5 Purchases,Very High
2114,Michelle Oconnor,323,6,17244,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2115,Sandra Griffith,274,9,18638,0,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High
2126,Jason Dixon,320,6,15548,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2136,Mrs. Andrea Cooper PhD,642,8,28210,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
2155,Michael Thompson,368,7,24571,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
2160,Ebony Haynes,579,5,19677,0,1,3,5,9,135,At Risk,365+ Days,3-5 Purchases,Very High
2161,Caitlin Chan,290,7,17534,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2163,Paige Luna,519,5,14868,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
2203,Kenneth Nguyen,441,6,20906,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
2226,Darlene Miller,430,5,15701,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
2235,Matthew Williams,458,6,20597,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
2248,Michelle Jones,281,5,16261,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
2268,Russell Campbell,311,7,21349,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
2279,Michael Hart,531,7,20306,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
2291,Bradley Oconnell Jr.,315,5,14961,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
2311,Jean Hart,268,5,17695,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
2317,Scott Mcfarland,312,10,28744,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
2320,Alexis Richardson,340,6,16826,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2325,Stephen Sutton,339,9,31436,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
2341,Karen Collins,401,5,16649,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
2345,Wesley Whitaker,311,7,21871,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
2356,Edward Wells,269,4,17300,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
2361,Jennifer Simmons,639,5,15916,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
2366,Steven Jones,403,5,16898,0,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
2389,Keith Williams,512,7,21218,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
2398,Colleen Rich,573,6,18864,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
2399,Mia Torres,466,6,22604,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
2403,Eric Weber,668,5,19289,0,1,3,5,9,135,At Risk,365+ Days,3-5 Purchases,Very High
2410,Gregory Valdez,291,6,15595,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2415,Patrick Murray,364,5,14923,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
2424,Henry Holloway,252,6,22767,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
2442,George Yates,390,6,19613,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
2461,Raymond Patterson,279,9,26838,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
2462,Kristin Dean,425,6,21572,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
2465,Lisa Flynn,372,9,31100,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
2483,Brandi Campbell,372,8,22841,0,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
2485,Lori Davis,477,7,19776,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
2499,Amy Williams,344,5,18067,0,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
2503,Ryan Jones,251,7,20100,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
2528,Amanda Schwartz,378,7,18097,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
2529,Cory Lewis,252,10,27200,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
2539,Nicole Wheeler,525,6,18006,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
2553,Beth Cooper,360,6,17245,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2572,Valerie Flores,451,6,16415,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
2579,Alexa Edwards,497,5,16625,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
2584,Logan Williams,260,6,17453,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2590,James Brown,280,6,21941,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
2592,Joshua Weaver,523,5,18488,0,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
2613,Matthew Roberts,362,4,14875,0,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
2625,Joe Baker,557,6,16023,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
2642,Kelsey Le,338,6,18509,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
2653,Charles Carter,432,7,17952,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
2655,Nicholas Smith,420,6,14873,0,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
2663,Jill Cook,380,7,22895,0,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
2705,Jeanette Thompson,335,6,21497,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
2709,Omar Powell,316,10,33803,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
2711,Jaclyn Carroll,561,9,24522,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
2733,Kimberly Collins,365,6,15239,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
