customer_id,customer_name,recency,frequency,monetary,churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Code,Customer_Segment
569,Michael Hanson,44,7,15714,0,5,4,4,13,544,Champions
572,Matthew Romero,17,6,15086,0,5,4,4,13,544,Champions
576,Regina Khan,40,7,21768,0,5,4,5,14,545,Champions
586,Denise Miller,128,7,18681,0,4,4,4,12,444,Champions
587,Roger Franklin,6,7,20708,1,5,4,5,14,545,Champions
588,Robert Moore,3,7,24049,0,5,4,5,14,545,Champions
592,Jeffrey Arellano,292,9,21753,1,2,5,5,12,255,At Risk
599,Maria Freeman,95,10,19970,0,4,5,5,14,455,Champions
601,Mr. Randall Simmons MD,24,7,14055,0,5,4,3,12,543,Loyal Customers
606,Corey Ayers,65,7,16901,0,4,4,4,12,444,Champions
608,Elizabeth Porter,413,8,25576,0,2,5,5,12,255,At Risk
609,Terri Douglas,163,9,26548,1,3,5,5,13,355,Loyal Customers
614,Jacob Strong,59,8,16224,0,5,5,4,14,554,Champions
616,Raymond Torres,59,9,28085,0,5,5,5,15,555,Champions
618,Tanya Williams,86,9,18462,0,4,5,4,13,454,Champions
620,Jennifer Henderson,91,7,22270,0,4,4,5,13,445,Champions
623,Sierra Rodriguez,244,9,27963,0,2,5,5,12,255,At Risk
624,Raymond Mendez,70,7,18808,0,4,4,4,12,444,Champions
629,William Murphy,217,7,25069,0,3,4,5,12,345,Loyal Customers
630,Edward Lambert,48,6,17673,0,5,4,4,13,544,Champions
632,Samuel Morrow,111,7,28428,0,4,4,5,13,445,Champions
634,Nathan Le,137,7,24909,1,4,4,5,13,445,Champions
635,Charles Wilson,23,5,17728,0,5,3,4,12,534,Potential Loyalists
638,Dean Bauer,88,8,19958,1,4,5,5,14,455,Champions
645,Jeremy Mcdonald,227,8,18954,0,3,5,4,12,354,Loyal Customers
646,William Anderson,107,6,20521,0,4,4,5,13,445,Champions
655,Heather Evans,120,8,25437,0,4,5,5,14,455,Champions
656,Michael Le,31,9,22005,0,5,5,5,15,555,Champions
665,Michael Garcia,94,9,27161,1,4,5,5,14,455,Champions
671,Suzanne Mathews,103,7,23688,0,4,4,5,13,445,Champions
672,Brittany Kline,170,9,28593,0,3,5,5,13,355,Loyal Customers
673,Jacob Silva,6,7,19648,0,5,4,5,14,545,Champions
677,Jamie Hall,91,8,25693,1,4,5,5,14,455,Champions
681,Dr. Kenneth Shields,49,7,27789,1,5,4,5,14,545,Champions
689,Sarah Humphrey,395,8,29573,0,2,5,5,12,255,At Risk
696,Kelsey Evans,70,6,14888,1,4,4,4,12,444,Champions
708,Sarah Robinson,41,6,12837,0,5,4,3,12,543,Loyal Customers
709,Pamela Ramirez,46,7,21354,0,5,4,5,14,545,Champions
714,Jessica Garcia,66,6,18342,1,4,4,4,12,444,Champions
715,John Atkinson,164,7,27385,0,3,4,5,12,345,Loyal Customers
718,James Pacheco,35,5,15248,0,5,3,4,12,534,Potential Loyalists
722,John Johnson MD,27,7,21573,0,5,4,5,14,545,Champions
736,Samantha Shannon,14,8,28018,0,5,5,5,15,555,Champions
737,Kristopher Estrada,60,7,17250,0,4,4,4,12,444,Champions
740,William Cooper,104,7,19334,0,4,4,5,13,445,Champions
743,Joseph Salazar,134,6,17035,0,4,4,4,12,444,Champions
744,Tiffany Alvarez,95,6,18644,0,4,4,4,12,444,Champions
749,Virginia Hart,25,7,21954,0,5,4,5,14,545,Champions
751,Brandon Cannon,99,9,28890,0,4,5,5,14,455,Champions
759,Deborah Hoffman,56,6,15196,0,5,4,4,13,544,Champions
760,Mrs. Hannah Sullivan MD,252,10,23054,0,2,5,5,12,255,At Risk
768,Joshua Davis,55,8,26452,0,5,5,5,15,555,Champions
775,Russell Mcdonald,80,9,23432,0,4,5,5,14,455,Champions
776,Kimberly Case,113,8,16944,0,4,5,4,13,454,Champions
780,Ryan Hendricks,118,8,17750,1,4,5,4,13,454,Champions
781,Hannah Marshall,49,6,16968,0,5,4,4,13,544,Champions
782,Paula Cooper,1,6,16298,0,5,4,4,13,544,Champions
785,Jonathan Bush,75,8,25417,0,4,5,5,14,455,Champions
786,Jason Watkins,2,8,24589,0,5,5,5,15,555,Champions
795,Leslie Reed,11,8,10911,0,5,5,2,12,552,Potential Loyalists
797,Vincent Green,12,9,25481,0,5,5,5,15,555,Champions
799,Christopher Elliott,105,9,28005,0,4,5,5,14,455,Champions
801,Kimberly Tyler,106,7,18407,0,4,4,4,12,444,Champions
802,Jacob Price,117,7,25912,0,4,4,5,13,445,Champions
803,Arthur Howard,169,6,23515,0,3,4,5,12,345,Loyal Customers
809,Taylor Bishop,20,15,45738,0,5,5,5,15,555,Champions
811,Caleb Jones,74,6,16782,0,4,4,4,12,444,Champions
815,Michelle Powers,48,9,25303,1,5,5,5,15,555,Champions
818,Julie Miller,115,8,19698,0,4,5,5,14,455,Champions
819,Colin Jackson,205,9,28483,1,3,5,5,13,355,Loyal Customers
826,Jason Wood,286,9,25270,0,2,5,5,12,255,At Risk
832,Sabrina Duncan,91,6,19927,1,4,4,5,13,445,Champions
834,Justin Crosby,78,8,22999,1,4,5,5,14,455,Champions
837,Darrell Turner,118,6,15500,0,4,4,4,12,444,Champions
841,Steven Goodwin,1,7,20495,0,5,4,5,14,545,Champions
842,Robert Graves,12,6,14649,0,5,4,3,12,543,Loyal Customers
843,Anthony Anderson,60,7,17739,0,4,4,4,12,444,Champions
844,Joshua Terrell,7,8,26850,1,5,5,5,15,555,Champions
851,Thomas Smith,210,10,26702,0,3,5,5,13,355,Loyal Customers
855,Laura Morales,53,7,20140,0,5,4,5,14,545,Champions
860,Maureen Bishop,14,8,13518,1,5,5,3,13,553,Loyal Customers
865,Michael Hawkins,29,8,26746,0,5,5,5,15,555,Champions
866,Amy Fisher,264,8,26278,0,2,5,5,12,255,At Risk
868,Matthew Lewis,229,10,24373,0,3,5,5,13,355,Loyal Customers
869,Rachel Barker,235,9,28740,0,3,5,5,13,355,Loyal Customers
873,Brian Thompson,175,10,25684,0,3,5,5,13,355,Loyal Customers
880,Frederick Kim,35,7,19993,0,5,4,5,14,545,Champions
882,Bridget Miller,182,9,27305,0,3,5,5,13,355,Loyal Customers
885,Brian Hill,86,8,17616,0,4,5,4,13,454,Champions
886,Xavier Robinson,59,9,21608,0,5,5,5,15,555,Champions
896,Veronica Price,111,9,25710,0,4,5,5,14,455,Champions
897,Adam Higgins,93,7,22362,1,4,4,5,13,445,Champions
898,Wanda Tyler,83,8,23870,0,4,5,5,14,455,Champions
900,Jonathan Miller,375,8,28623,0,2,5,5,12,255,At Risk
901,Rebecca Coleman,82,7,19116,0,4,4,4,12,444,Champions
902,Gail Ford,47,8,23298,0,5,5,5,15,555,Champions
904,Christopher Martinez,99,8,25615,0,4,5,5,14,455,Champions
906,Hannah Lara,0,12,27438,0,5,5,5,15,555,Champions
907,Brianna Frost,55,5,16527,1,5,3,4,12,534,Potential Loyalists
910,Luke Garner,134,8,22406,0,4,5,5,14,455,Champions
911,Brenda Castaneda,74,6,19651,0,4,4,5,13,445,Champions
916,Grant Sampson,269,10,19557,0,2,5,5,12,255,At Risk
925,Stacey Holt,14,8,18806,0,5,5,4,14,554,Champions
928,Donald Rivera,71,8,22896,0,4,5,5,14,455,Champions
931,Janet Bennett,182,6,23997,0,3,4,5,12,345,Loyal Customers
934,Troy Wallace,94,6,16085,0,4,4,4,12,444,Champions
943,Brandon Perez,26,9,29325,0,5,5,5,15,555,Champions
944,Caroline Alvarado,137,6,18745,1,4,4,4,12,444,Champions
947,Katelyn Hall,10,8,19791,0,5,5,5,15,555,Champions
948,Susan Reid,60,9,18961,0,4,5,4,13,454,Champions
951,Elizabeth Garza,92,6,15351,0,4,4,4,12,444,Champions
953,Randy Roberts,144,7,23228,1,3,4,5,12,345,Loyal Customers
965,Crystal Deleon,105,6,17354,0,4,4,4,12,444,Champions
971,James Baker,43,10,21880,0,5,5,5,15,555,Champions
980,Melissa Knox,39,8,26327,1,5,5,5,15,555,Champions
982,Jenny Marks,53,6,19363,0,5,4,5,14,545,Champions
986,Virginia Wright,69,6,20366,0,4,4,5,13,445,Champions
994,Whitney Johnson,204,7,23695,0,3,4,5,12,345,Loyal Customers
1001,Anthony Mendoza,31,5,16072,0,5,3,4,12,534,Potential Loyalists
1003,Janet Durham,97,8,14308,0,4,5,3,12,453,Loyal Customers
1007,Jaime Green,58,7,20008,0,5,4,5,14,545,Champions
1010,Julie Jacobs,84,8,29339,0,4,5,5,14,455,Champions
1013,Monica Hancock,243,7,19860,0,3,4,5,12,345,Loyal Customers
1016,Daniel Smith,46,7,21129,0,5,4,5,14,545,Champions
1024,Margaret Garrett,217,7,26216,0,3,4,5,12,345,Loyal Customers
1027,Jordan Evans,91,12,24980,1,4,5,5,14,455,Champions
1030,Curtis Brady,141,8,19973,0,3,5,5,13,355,Loyal Customers
1035,Kiara Kidd,112,10,24396,0,4,5,5,14,455,Champions
1041,Diana Francis,11,9,28895,0,5,5,5,15,555,Champions
1045,Emma Evans,350,10,24840,0,2,5,5,12,255,At Risk
1049,Brandon Stanton,8,6,13472,0,5,4,3,12,543,Loyal Customers
1052,Lisa Stanton,62,6,15528,0,4,4,4,12,444,Champions
1057,Hunter Williams,109,7,17374,0,4,4,4,12,444,Champions
1060,Jeffery Smith,181,8,20932,1,3,5,5,13,355,Loyal Customers
1061,Rachel Mendoza,26,5,15451,0,5,3,4,12,534,Potential Loyalists
1070,Brenda Eaton,71,7,16663,1,4,4,4,12,444,Champions
1071,Sabrina Lewis,27,6,16468,0,5,4,4,13,544,Champions
1078,Miranda Davis,192,11,24693,1,3,5,5,13,355,Loyal Customers
1089,Paul Hart,64,7,17429,0,4,4,4,12,444,Champions
1091,Bianca Bailey,90,6,22860,0,4,4,5,13,445,Champions
1097,Dustin Howard,121,7,20039,0,4,4,5,13,445,Champions
1098,Elizabeth Howell,57,6,19161,0,5,4,4,13,544,Champions
1099,Edwin Graham,13,6,15577,1,5,4,4,13,544,Champions
1107,Daniel Wallace,68,6,15239,1,4,4,4,12,444,Champions
1109,Debbie Morton,173,7,21595,0,3,4,5,12,345,Loyal Customers
1111,Daniel Braun,28,8,21872,1,5,5,5,15,555,Champions
1120,Phyllis Wood,253,9,25185,0,2,5,5,12,255,At Risk
1121,Anne Goodman,212,8,23780,0,3,5,5,13,355,Loyal Customers
1123,Jamie Gutierrez,362,10,23407,1,2,5,5,12,255,At Risk
1125,Melissa Powell,156,9,23124,0,3,5,5,13,355,Loyal Customers
1126,Brittany Peters,42,8,17074,0,5,5,4,14,554,Champions
1131,Janet Morse,135,6,16359,0,4,4,4,12,444,Champions
1133,Charles Mclaughlin,24,8,25731,1,5,5,5,15,555,Champions
1136,Angela Rogers,141,8,22760,0,3,5,5,13,355,Loyal Customers
1137,Andrea Burke,34,6,21963,0,5,4,5,14,545,Champions
1139,Luis Fischer,7,6,18585,0,5,4,4,13,544,Champions
1140,Morgan Obrien,70,7,23166,0,4,4,5,13,445,Champions
1146,Marcus Cannon,98,7,19808,0,4,4,5,13,445,Champions
1148,Brandon Frank,20,6,20145,0,5,4,5,14,545,Champions
1155,Ashley Mathews,224,10,31599,0,3,5,5,13,355,Loyal Customers
1161,Frank Bender,416,9,24138,1,2,5,5,12,255,At Risk
1169,Jaime Gutierrez,129,7,27659,0,4,4,5,13,445,Champions
1171,Jeffrey Goodwin,124,7,26394,0,4,4,5,13,445,Champions
1173,Sabrina Hicks,50,7,11907,0,5,4,3,12,543,Loyal Customers
1177,Amanda Frey,240,6,21465,1,3,4,5,12,345,Loyal Customers
1179,James Fletcher,47,6,18135,0,5,4,4,13,544,Champions
1181,Alicia Nunez,57,6,18428,0,5,4,4,13,544,Champions
1183,David Rogers,59,5,17407,0,5,3,4,12,534,Potential Loyalists
1185,Julie Russo,76,6,20410,1,4,4,5,13,445,Champions
1193,Rebecca Clark,238,6,20437,1,3,4,5,12,345,Loyal Customers
1194,Russell Hampton,46,11,36741,0,5,5,5,15,555,Champions
1195,Nathan Moore,13,12,41980,0,5,5,5,15,555,Champions
1196,David Phillips,88,8,14642,0,4,5,3,12,453,Loyal Customers
1197,Sean Johnson,31,6,13217,0,5,4,3,12,543,Loyal Customers
1200,Andrew Love,199,6,23427,0,3,4,5,12,345,Loyal Customers
1202,Sarah Dixon,52,7,19684,1,5,4,5,14,545,Champions
1204,Amy Rowland,14,7,15053,0,5,4,4,13,544,Champions
1213,Kimberly Ortega,193,8,23982,1,3,5,5,13,355,Loyal Customers
1214,Timothy Yates,312,8,24283,1,2,5,5,12,255,At Risk
1217,Michelle Diaz,100,9,24356,1,4,5,5,14,455,Champions
1218,Samuel Hughes,147,7,21869,0,3,4,5,12,345,Loyal Customers
1226,Jennifer Hernandez,69,9,21736,1,4,5,5,14,455,Champions
1227,Brooke Carr,177,8,21753,0,3,5,5,13,355,Loyal Customers
1229,Jesse Glover,32,6,15690,0,5,4,4,13,544,Champions
1233,David Smith,141,7,19764,0,3,4,5,12,345,Loyal Customers
1234,Walter Salazar,145,9,30321,0,3,5,5,13,355,Loyal Customers
1237,Todd Shepherd,88,8,19182,0,4,5,4,13,454,Champions
1241,Robert Kim,175,6,20171,0,3,4,5,12,345,Loyal Customers
1243,Danielle Schroeder,191,6,20451,0,3,4,5,12,345,Loyal Customers
1245,Mark Schneider,104,8,16688,0,4,5,4,13,454,Champions
1247,Angela Taylor,101,6,15686,0,4,4,4,12,444,Champions
1248,Mary Mccullough,110,11,24932,0,4,5,5,14,455,Champions
1250,Nicole Norris,67,9,26033,0,4,5,5,14,455,Champions
1253,Alicia Allen,31,7,20030,0,5,4,5,14,545,Champions
1256,Darren Simmons,136,7,23487,0,4,4,5,13,445,Champions
1258,Morgan Mccall,98,8,25062,0,4,5,5,14,455,Champions
1262,Tyler Edwards,40,6,14102,0,5,4,3,12,543,Loyal Customers
1264,John Peterson,202,9,21250,0,3,5,5,13,355,Loyal Customers
1274,Tracy Norman,5,6,18112,0,5,4,4,13,544,Champions
1275,Jennifer Smith,26,9,25680,0,5,5,5,15,555,Champions
1279,Alison Short,66,10,29180,0,4,5,5,14,455,Champions
1283,Melissa Pollard,36,6,14800,0,5,4,3,12,543,Loyal Customers
1285,Kenneth Burgess,273,9,26841,1,2,5,5,12,255,At Risk
1287,Kelsey Martin,409,8,23369,0,2,5,5,12,255,At Risk
1293,Michael Ferguson,326,10,19501,0,2,5,5,12,255,At Risk
1295,Matthew Jacobs,37,7,19501,0,5,4,5,14,545,Champions
1296,Cassandra Johnson,7,5,21770,0,5,3,5,13,535,Potential Loyalists
1305,Jason Lopez,82,6,18433,0,4,4,4,12,444,Champions
1308,Melissa Anderson,144,8,18682,0,3,5,4,12,354,Loyal Customers
1311,Christy Kim,14,9,20373,1,5,5,5,15,555,Champions
1317,Mrs. Martha Thomas,145,11,31367,1,3,5,5,13,355,Loyal Customers
1318,Dominic Robinson,158,9,20970,0,3,5,5,13,355,Loyal Customers
1320,Lisa Kerr,43,8,13465,0,5,5,3,13,553,Loyal Customers
1321,Joshua Morris,74,7,19929,0,4,4,5,13,445,Champions
1327,Amy Hill,69,6,24527,0,4,4,5,13,445,Champions
1329,Frank Rocha,55,9,22655,0,5,5,5,15,555,Champions
1330,Jeremy Johnson,92,6,17102,0,4,4,4,12,444,Champions
1331,Joseph Gibson,221,6,21051,0,3,4,5,12,345,Loyal Customers
1335,Lisa Gordon,46,7,24569,0,5,4,5,14,545,Champions
1337,Emily Boone DVM,205,6,19728,1,3,4,5,12,345,Loyal Customers
1339,Jessica Cannon,29,5,15791,0,5,3,4,12,534,Potential Loyalists
1341,Dr. Jeffrey Heath,71,7,22181,1,4,4,5,13,445,Champions
1342,Vincent Black,50,9,28997,1,5,5,5,15,555,Champions
1345,Mrs. Alicia Howard,156,10,28030,0,3,5,5,13,355,Loyal Customers
1350,Steven Morris,131,6,20917,0,4,4,5,13,445,Champions
1352,Wayne Holder,7,7,12727,0,5,4,3,12,543,Loyal Customers
1364,Sandra Gonzales,14,8,22422,0,5,5,5,15,555,Champions
1367,Colleen Martinez,94,10,23015,0,4,5,5,14,455,Champions
1368,Kelly Brown,56,8,21188,0,5,5,5,15,555,Champions
1369,Amanda Turner,177,8,27033,0,3,5,5,13,355,Loyal Customers
1370,Kelsey Schwartz,222,8,17773,1,3,5,4,12,354,Loyal Customers
1371,Austin Lopez,5,6,18203,0,5,4,4,13,544,Champions
1374,Evelyn Fox,37,8,23055,1,5,5,5,15,555,Champions
1379,Robert Bennett,341,11,30394,0,2,5,5,12,255,At Risk
1383,Autumn Curtis,195,7,21207,0,3,4,5,12,345,Loyal Customers
1385,Laurie Cantrell,53,8,22196,1,5,5,5,15,555,Champions
1387,Jasmine Mason,57,6,16945,0,5,4,4,13,544,Champions
1388,Anthony Rodriguez,101,9,19139,0,4,5,4,13,454,Champions
1393,Julia Olsen,167,7,24786,0,3,4,5,12,345,Loyal Customers
1394,Monique Smith,70,8,17254,0,4,5,4,13,454,Champions
1398,Audrey Robinson,91,9,26755,0,4,5,5,14,455,Champions
1399,Aimee Ross,33,7,27310,0,5,4,5,14,545,Champions
1401,Robert Diaz,347,8,21474,0,2,5,5,12,255,At Risk
1408,Steven Ibarra,63,7,26231,1,4,4,5,13,445,Champions
1417,Steve Mason,63,10,32098,1,4,5,5,14,455,Champions
1423,Andrew Lopez,91,6,16730,0,4,4,4,12,444,Champions
1425,Joseph Campbell,5,6,16382,1,5,4,4,13,544,Champions
1426,Christine Griffin,197,8,19836,0,3,5,5,13,355,Loyal Customers
1427,Alexander Boyer,34,8,22394,1,5,5,5,15,555,Champions
1429,Donna Jennings,0,10,20805,1,5,5,5,15,555,Champions
1430,Heather Ferguson,199,7,23979,1,3,4,5,12,345,Loyal Customers
1431,Mrs. Robin Murphy MD,71,10,31856,0,4,5,5,14,455,Champions
